ID,Month,State,peak_demand,peak_met,fy
3717,Aug-2023," 
UTs of J&K and Ladakh",2735,2735,2023-2024
3718,Aug-2023, Punjab,15132.48,15132.48,2023-2024
3719,Aug-2023, Rajasthan,17420,17266,2023-2024
3720,Aug-2023, Uttar Pradesh,27689,27689,2023-2024
3721,Aug-2023, Uttarakhand,2303,2228,2023-2024
3722,Aug-2023, Northern Region,80980,80548,2023-2024
3723,Aug-2023, Chhattisgarh,5826.75,5826.75,2023-2024
3724,Aug-2023, Gujarat,23012.201,22972,2023-2024
3725,Aug-2023, Madhya Pradesh,13624.047,13605,2023-2024
3726,Aug-2023, Maharashtra,31177.975021,27996.003,2023-2024
3727,Aug-2023," 
Dadra & Nagar Haveli and Daman & Diu",1327,1327,2023-2024
3728,Aug-2023, Goa,666.9324,666,2023-2024
3729,Aug-2023, Western Region,76049.67146700001,72555.781,2023-2024
3730,Aug-2023, Andhra Pradesh,12508,12508,2023-2024
3731,Aug-2023, Telangana,14816,14816,2023-2024
3732,Aug-2023, Karnataka,16958.46000000001,16950,2023-2024
3733,Aug-2023, Kerala,4356.2667,4356.2667,2023-2024
3734,Aug-2023, Tamil Nadu,17889.63073333333,17878.1974,2023-2024
3735,Aug-2023, Puducherry,504.815399,504.815399,2023-2024
3736,Aug-2023, Lakshadweep  #,11.06415,11.06415,2023-2024
3737,Aug-2023, Southern Region,64103,64103,2023-2024
3738,Aug-2023, Bihar,8048.885319413186,7420.131627,2023-2024
3739,Aug-2023, DVC,3393.786426655428,3390.523048221514,2023-2024
3740,Aug-2023, Jharkhand,2192.959213604398,2019.963909920404,2023-2024
3741,Aug-2023, Odisha,6123.942761440685,6123.942761440685,2023-2024
3742,Aug-2023, West Bengal,11036.713685,11036.713685,2023-2024
3743,Aug-2023, Sikkim,92.61273799999999,92.61273799999999,2023-2024
3744,Aug-2023, Andaman- Nicobar #,61.46,53,2023-2024
3745,Aug-2023, Eastern Region,29958,28711,2023-2024
3746,Aug-2023, Arunachal Pradesh,155,155,2023-2024
3747,Aug-2023, Assam,2353,2353,2023-2024
3748,Aug-2023, Manipur,209,209,2023-2024
3749,Aug-2023, Meghalaya,322,322,2023-2024
3750,Aug-2023, Mizoram,126,126,2023-2024
3751,Aug-2023, Nagaland,174.208,174,2023-2024
3752,Aug-2023, Tripura *,330,330,2023-2024
3753,Aug-2023, North-Eastern Region,3501.97,3500.92,2023-2024
3754,Aug-2023, All India,238823.8231701269,236295.4318847656,2023-2024
3671,Sep-2023, Chandigarh,388,388,2023-2024
3672,Sep-2023, Delhi,6993,6993,2023-2024
3673,Sep-2023, Haryana,12753,12753,2023-2024
3674,Sep-2023, Himachal Pradesh,1758,1758,2023-2024
3675,Sep-2023," 
UTs of J&K and Ladakh",2805,2618,2023-2024
3676,Sep-2023, Punjab,14963.76,14963.76,2023-2024
3677,Sep-2023, Rajasthan,17956,17840,2023-2024
3678,Sep-2023, Uttar Pradesh,27389,27389,2023-2024
3679,Sep-2023, Uttarakhand,2368,2293,2023-2024
3680,Sep-2023, Northern Region,80680,80500,2023-2024
3681,Sep-2023, Chhattisgarh,5836.0824,5832,2023-2024
3682,Sep-2023, Gujarat,24829.4944,24544,2023-2024
3683,Sep-2023, Madhya Pradesh,14872.7928,14852,2023-2024
3684,Sep-2023, Maharashtra,27678.313,27678.313,2023-2024
3685,Sep-2023," 
Dadra & Nagar Haveli and Daman & Diu",1306,1306,2023-2024
3686,Sep-2023, Goa,703.746225,703.5,2023-2024
3687,Sep-2023, Western Region,75027.390292,73947.75599999999,2023-2024
3688,Sep-2023, Andhra Pradesh,12372,12372,2023-2024
3689,Sep-2023, Telangana,15380.3675,15370,2023-2024
3690,Sep-2023, Karnataka,14814.24266666666,14698,2023-2024
3691,Sep-2023, Kerala,4108.827866666668,4107.4672,2023-2024
3692,Sep-2023, Tamil Nadu,16860.37616666666,16770.2195,2023-2024
3693,Sep-2023, Puducherry,477.940887,477.940887,2023-2024
3694,Sep-2023, Lakshadweep  #,11.06415,11.06415,2023-2024
3695,Sep-2023, Southern Region,60839,60839,2023-2024
3696,Sep-2023, Bihar,7910.590087801525,7703.938277,2023-2024
3697,Sep-2023, DVC,3451.498893378708,3451.498893378708,2023-2024
3698,Sep-2023, Jharkhand,1959.637736383803,1955.360385540434,2023-2024
3699,Sep-2023, Odisha,5926.022744645633,5915.670321582864,2023-2024
3700,Sep-2023, West Bengal,10377.3182452,10377.3182452,2023-2024
3701,Sep-2023, Sikkim,94.08356000000001,94.08356000000001,2023-2024
3702,Sep-2023, Andaman- Nicobar #,62,53,2023-2024
3703,Sep-2023, Eastern Region,28920,28920,2023-2024
3704,Sep-2023, Arunachal Pradesh,163,163,2023-2024
3705,Sep-2023, Assam,2413,2413,2023-2024
3706,Sep-2023, Manipur,209.251,209,2023-2024
3707,Sep-2023, Meghalaya,331,331,2023-2024
3708,Sep-2023, Mizoram,129,129,2023-2024
3709,Sep-2023, Nagaland,172.258,172,2023-2024
3710,Sep-2023, Tripura *,346.392,344,2023-2024
3711,Sep-2023, North-Eastern Region,3678,3678,2023-2024
3712,Sep-2023, All India,243271.4692566406,239931.0705566406,2023-2024
3611,Oct-2023, Chandigarh,265,265,2023-2024
3612,Oct-2023, Delhi,5583,5583,2023-2024
3613,Oct-2023, Haryana,9947,9947,2023-2024
3614,Oct-2023, Himachal Pradesh,1871,1871,2023-2024
3615,Oct-2023," 
UTs of J&K and Ladakh",2735,2735,2023-2024
3616,Oct-2023, Punjab,12213.48,12213.48,2023-2024
3617,Oct-2023, Rajasthan,15641,15641,2023-2024
3618,Oct-2023, Uttar Pradesh,24096,24096,2023-2024
3619,Oct-2023, Uttarakhand,2259,2259,2023-2024
3620,Oct-2023, Northern Region,67382,67025,2023-2024
3621,Oct-2023, Chhattisgarh,5325.25,5325.25,2023-2024
3622,Oct-2023, Gujarat,21689,21689,2023-2024
3623,Oct-2023, Madhya Pradesh,15251.5852,15209,2023-2024
3624,Oct-2023, Maharashtra,28206,28206,2023-2024
3625,Oct-2023," 
Dadra & Nagar Haveli and Daman & Diu",1316,1316,2023-2024
3626,Oct-2023, Goa,734,734,2023-2024
3627,Oct-2023, Western Region,71411.42545454545,71411.42545454545,2023-2024
3628,Oct-2023, Andhra Pradesh,13028,13028,2023-2024
3629,Oct-2023, Telangana,15266,15266,2023-2024
3630,Oct-2023, Karnataka,15978,15978,2023-2024
3631,Oct-2023, Kerala,4159.003,4143.448,2023-2024
3632,Oct-2023, Tamil Nadu,17078.9857,17078.9857,2023-2024
3633,Oct-2023, Puducherry,483.571899,483.571899,2023-2024
3634,Oct-2023, Lakshadweep  #,10.6743,10.6743,2023-2024
3635,Oct-2023, Southern Region,62166,62166,2023-2024
3636,Oct-2023, Bihar,6575.256326093562,6446.717643,2023-2024
3637,Oct-2023, DVC,3312.151059027006,3312.151059027006,2023-2024
3638,Oct-2023, Jharkhand,1829.712857768257,1829.712857768257,2023-2024
3639,Oct-2023, Odisha,5825.910278006594,5817.901321931618,2023-2024
3640,Oct-2023, West Bengal,9957.722220400003,9957.722220400003,2023-2024
3641,Oct-2023, Sikkim,79.582627,79.582627,2023-2024
3642,Oct-2023, Andaman- Nicobar #,63,55,2023-2024
3643,Oct-2023, Eastern Region,26833,26208,2023-2024
3644,Oct-2023, Arunachal Pradesh,167,167,2023-2024
3645,Oct-2023, Assam,2237.351,2226,2023-2024
3646,Oct-2023, Manipur,214,214,2023-2024
3647,Oct-2023, Meghalaya,335.603,334,2023-2024
3648,Oct-2023, Mizoram,141,141,2023-2024
3649,Oct-2023, Nagaland,166,166,2023-2024
3650,Oct-2023, Tripura *,349,349,2023-2024
3651,Oct-2023, North-Eastern Region,3417.647,3417.647,2023-2024
3652,Oct-2023, All India,222159.5085122699,221539.3112792969,2023-2024
3773,Nov-2023, Chandigarh,205,205,2023-2024
3774,Nov-2023, Delhi,4320,4320,2023-2024
3775,Nov-2023, Haryana,7685,7685,2023-2024
3776,Nov-2023, Himachal Pradesh,1977,1977,2023-2024
3777,Nov-2023," 
UTs of J&K and Ladakh",2710,2710,2023-2024
3778,Nov-2023, Punjab,7380.48,7380.48,2023-2024
3779,Nov-2023, Rajasthan,16409,16409,2023-2024
3780,Nov-2023, Uttar Pradesh,19033,19033,2023-2024
3781,Nov-2023, Uttarakhand,2141,2141,2023-2024
3782,Nov-2023, Northern Region,56366,56126,2023-2024
3783,Nov-2023, Chhattisgarh,4647.500975000001,4644.25,2023-2024
3784,Nov-2023, Gujarat,21701.5929,21694,2023-2024
3785,Nov-2023, Madhya Pradesh,17120.9358,17097,2023-2024
3786,Nov-2023, Maharashtra,28385.7738,28356,2023-2024
3787,Nov-2023," 
Dadra & Nagar Haveli and Daman & Diu",1267,1267,2023-2024
3788,Nov-2023, Goa,732.75,732.75,2023-2024
3789,Nov-2023, Western Region,73287.57345454546,73287.57345454546,2023-2024
3790,Nov-2023, Andhra Pradesh,12084,12084,2023-2024
3791,Nov-2023, Telangana,11857,11857,2023-2024
3792,Nov-2023, Karnataka,15300.76,15203,2023-2024
3793,Nov-2023, Kerala,4292.7796,4292.7796,2023-2024
3794,Nov-2023, Tamil Nadu,15732.4498,15732.4498,2023-2024
3795,Nov-2023, Puducherry,466.509491,466.509491,2023-2024
3796,Nov-2023, Lakshadweep  #,10.2074,10.2074,2023-2024
3797,Nov-2023, Southern Region,57208.31,56925,2023-2024
3798,Nov-2023, Bihar,5217.509801491313,5080.954385,2023-2024
3799,Nov-2023, DVC,3183.270875191301,3183.270875191301,2023-2024
3800,Nov-2023, Jharkhand,1788.195875532025,1788.195875532025,2023-2024
3801,Nov-2023, Odisha,5160.175345255921,5147.249236527229,2023-2024
3802,Nov-2023, West Bengal,8559.279982,8523.519982,2023-2024
3803,Nov-2023, Sikkim,106.987615,106.987615,2023-2024
3804,Nov-2023, Andaman- Nicobar #,64,57,2023-2024
3805,Nov-2023, Eastern Region,23216,23216,2023-2024
3806,Nov-2023, Arunachal Pradesh,160,160,2023-2024
3807,Nov-2023, Assam,1932.159,1931,2023-2024
3808,Nov-2023, Manipur,207.684,207,2023-2024
3809,Nov-2023, Meghalaya,363,363,2023-2024
3810,Nov-2023, Mizoram,144.043,144,2023-2024
3811,Nov-2023, Nagaland,147,147,2023-2024
3812,Nov-2023, Tripura *,302.57,299,2023-2024
3813,Nov-2023, North-Eastern Region,3024.222,3022.409,2023-2024
3814,Nov-2023, All India,204777.3225859977,204568.3291015625,2023-2024
3875,Dec-2023, Chandigarh,201,201,2023-2024
3876,Dec-2023, Delhi,4884,4884,2023-2024
3877,Dec-2023, Haryana,8225,8225,2023-2024
3878,Dec-2023, Himachal Pradesh,2162,2162,2023-2024
3879,Dec-2023," 
UTs of J&K and Ladakh",2904,2904,2023-2024
3880,Dec-2023, Punjab,8040.68,8040.68,2023-2024
3881,Dec-2023, Rajasthan,17570,17570,2023-2024
3882,Dec-2023, Uttar Pradesh,19874,19874,2023-2024
3883,Dec-2023, Uttarakhand,2417,2417,2023-2024
3884,Dec-2023, Northern Region,61380,61380,2023-2024
3885,Dec-2023, Chhattisgarh,4725.75,4725.75,2023-2024
3886,Dec-2023, Gujarat,21430.4784,21408,2023-2024
3887,Dec-2023, Madhya Pradesh,17819,17819,2023-2024
3888,Dec-2023, Maharashtra,27755,27755,2023-2024
3889,Dec-2023," 
Dadra & Nagar Haveli and Daman & Diu",1281,1281,2023-2024
3890,Dec-2023, Goa,704.2426250000001,703.75,2023-2024
3891,Dec-2023, Western Region,74482.6616649182,74430.56027272728,2023-2024
3892,Dec-2023, Andhra Pradesh,11052,11052,2023-2024
3893,Dec-2023, Telangana,12666,12666,2023-2024
3894,Dec-2023, Karnataka,15005,15005,2023-2024
3895,Dec-2023, Kerala,4259.5937,4259.5937,2023-2024
3896,Dec-2023, Tamil Nadu,15557.5856,15557.5856,2023-2024
3897,Dec-2023, Puducherry,431.181091,431.181091,2023-2024
3898,Dec-2023, Lakshadweep  #,10.1361,10.1361,2023-2024
3899,Dec-2023, Southern Region,57274.75,57245,2023-2024
3900,Dec-2023, Bihar,5094.873315999999,5094.873315999999,2023-2024
3901,Dec-2023, DVC,3271.478247133961,3270.905838612204,2023-2024
3902,Dec-2023, Jharkhand,1810.03931709763,1808.931346647808,2023-2024
3903,Dec-2023, Odisha,5071.228887119865,5071.228887119865,2023-2024
3904,Dec-2023, West Bengal,6902.8127706,6902.8127706,2023-2024
3905,Dec-2023, Sikkim,109.301003,109.301003,2023-2024
3906,Dec-2023, Andaman- Nicobar #,63,60,2023-2024
3907,Dec-2023, Eastern Region,22011,22011,2023-2024
3908,Dec-2023, Arunachal Pradesh,163.245,163,2023-2024
3909,Dec-2023, Assam,1553,1553,2023-2024
3910,Dec-2023, Manipur,235.847,235,2023-2024
3911,Dec-2023, Meghalaya,349,349,2023-2024
3912,Dec-2023, Mizoram,140.251,140,2023-2024
3913,Dec-2023, Nagaland,161.894,157,2023-2024
3914,Dec-2023, Tripura *,239.979,239,2023-2024
3915,Dec-2023, North-Eastern Region,2769,2769,2023-2024
3916,Dec-2023, All India,213793.1791176484,213620.2493896484,2023-2024
