ID,Month,State,peak_demand,peak_met,fy
1344,Sep-2020, Dadra & Nagar Haveli,790.5530000000001,790,2020-2021
1345,Sep-2020, Goa,541.0458333333333,541.0458333333333,2020-2021
1346,Sep-2020, Western Region,49385.15340546059,49367.87464933333,2020-2021
1347,Sep-2020, Andhra Pradesh,9523,9523,2020-2021
1348,Sep-2020, Telangana,11739.4,11704,2020-2021
1349,Sep-2020, Karnataka,9235.527500000002,9216,2020-2021
1350,Sep-2020, Kerala,3374.8563,3354.3813,2020-2021
1351,Sep-2020, Tamil Nadu,14300.97713333334,14282.7318,2020-2021
1352,Sep-2020, Puducherry,414.2393343333334,411.220001,2020-2021
1353,Sep-2020, Lakshadweep,9.621,9.621,2020-2021
1354,Sep-2020, Southern Region,44713.51000000002,44625,2020-2021
1355,Sep-2020, Bihar,5975.459124044176,5937.900955240686,2020-2021
1356,Sep-2020, DVC,2933.896953480467,2933.383611348481,2020-2021
1357,Sep-2020, Jharkhand,1618.989569373669,1522.315134560044,2020-2021
1358,Sep-2020, Odisha,4582.118894371995,4574.513765237289,2020-2021
1359,Sep-2020, West Bengal,8710.761941059345,8677.644818709961,2020-2021
1360,Sep-2020, Sikkim,91.26790860159998,91.01307199999999,2020-2021
1361,Sep-2020, Andaman- Nicobar,58,54,2020-2021
1362,Sep-2020, Eastern Region,23658.18829195556,23563.06127213874,2020-2021
1363,Sep-2020, Arunachal Pradesh,157.896,129,2020-2021
1364,Sep-2020, Assam,2072.411,1964,2020-2021
1365,Sep-2020, Manipur,242.448,213,2020-2021
1366,Sep-2020, Meghalaya,334,334,2020-2021
1367,Sep-2020, Mizoram,108,108,2020-2021
1368,Sep-2020, Nagaland,154.024,154,2020-2021
1369,Sep-2020, Tripura,316.511,315,2020-2021
1370,Sep-2020, North-Eastern Region,3294.28,3104,2020-2021
1371,Sep-2020, All India,177018.7533886719,176413.4733886719,2020-2021
1286,Oct-2020, Chandigarh,227,227,2020-2021
1287,Oct-2020, Delhi,4820,4820,2020-2021
1288,Oct-2020, Haryana,8500,8500,2020-2021
1289,Oct-2020, Himachal Pradesh,1556,1556,2020-2021
1290,Oct-2020," 
UTs of J&K and Ladakh",2460,2460,2020-2021
1291,Oct-2020, Punjab,8940,8940,2020-2021
1292,Oct-2020, Rajasthan,12718,12718,2020-2021
1293,Oct-2020, Uttar Pradesh,21029,21029,2020-2021
1294,Oct-2020, Uttarakhand,1917,1917,2020-2021
1295,Oct-2020, Northern Region,58213,57975,2020-2021
1296,Oct-2020, Chhattisgarh,3963,3963,2020-2021
1297,Oct-2020, Gujarat,17304.0543,17298,2020-2021
1298,Oct-2020, Madhya Pradesh,12784,12784,2020-2021
1299,Oct-2020, Maharashtra,20635,20635,2020-2021
1300,Oct-2020, Daman & Diu,352.1232,352,2020-2021
1301,Oct-2020, Dadra & Nagar Haveli,812,812,2020-2021
1302,Oct-2020, Goa,545.62,545.62,2020-2021
1303,Oct-2020, Western Region,52757.7575454989,52702.42,2020-2021
1304,Oct-2020, Andhra Pradesh,8820,8820,2020-2021
1305,Oct-2020, Telangana,9824.216999999999,9791,2020-2021
1306,Oct-2020, Karnataka,9923,9923,2020-2021
1307,Oct-2020, Kerala,3576.55,3576.55,2020-2021
1308,Oct-2020, Tamil Nadu,14757.564,14741.46,2020-2021
1309,Oct-2020, Puducherry,412.8532243333335,412.794891,2020-2021
1310,Oct-2020, Lakshadweep,9.282,9.282,2020-2021
1311,Oct-2020, Southern Region,43864.82499999999,43710,2020-2021
1312,Oct-2020, Bihar,5783.281134656258,5783.281134656258,2020-2021
1313,Oct-2020, DVC,3173.023514574135,3173.023514574135,2020-2021
1314,Oct-2020, Jharkhand,1644.18549592761,1512.938783186662,2020-2021
1315,Oct-2020, Odisha,4984.26994976119,4972.956473783333,2020-2021
1316,Oct-2020, West Bengal,8687.14661552663,8680.6058439672,2020-2021
1317,Oct-2020, Sikkim,95.76685500000001,95.76685500000001,2020-2021
1318,Oct-2020, Andaman- Nicobar,58,54,2020-2021
1319,Oct-2020, Eastern Region,23424.30396102814,23374.02972601237,2020-2021
1320,Oct-2020, Arunachal Pradesh,130.14,125,2020-2021
1321,Oct-2020, Assam,1989.384,1987,2020-2021
1322,Oct-2020, Manipur,219.77,214,2020-2021
1323,Oct-2020, Meghalaya,336,336,2020-2021
1324,Oct-2020, Mizoram,109.196,109,2020-2021
1325,Oct-2020, Nagaland,159.7,155,2020-2021
1326,Oct-2020, Tripura,314,314,2020-2021
1327,Oct-2020, North-Eastern Region,3139.982,3107,2020-2021
1328,Oct-2020, All India,170555.6963125475,169898.8176269531,2020-2021
1243,Nov-2020, Chandigarh,205,205,2020-2021
1244,Nov-2020, Delhi,3769,3769,2020-2021
1245,Nov-2020, Haryana,6396,6396,2020-2021
1246,Nov-2020, Himachal Pradesh,1737,1737,2020-2021
1247,Nov-2020," 
UTs of J&K and Ladakh",3040,2432,2020-2021
1248,Nov-2020, Punjab,6002,6002,2020-2021
1249,Nov-2020, Rajasthan,13050,13050,2020-2021
1250,Nov-2020, Uttar Pradesh,15496,15496,2020-2021
1251,Nov-2020, Uttarakhand,1988,1988,2020-2021
1252,Nov-2020, Northern Region,48652,48083,2020-2021
1253,Nov-2020, Chhattisgarh,3523.3836,3516,2020-2021
1254,Nov-2020, Gujarat,16596,16596,2020-2021
1255,Nov-2020, Madhya Pradesh,14441.05,14441.05,2020-2021
1256,Nov-2020, Maharashtra,22903,22903,2020-2021
1257,Nov-2020, Daman & Diu,346.1211,346,2020-2021
1258,Nov-2020, Dadra & Nagar Haveli,802,802,2020-2021
1259,Nov-2020, Goa,542.2,542.2,2020-2021
1260,Nov-2020, Western Region,57889.79,57889.79,2020-2021
1261,Nov-2020, Andhra Pradesh,9490,9490,2020-2021
1262,Nov-2020, Telangana,7427,7427,2020-2021
1263,Nov-2020, Karnataka,10900.0825,10878,2020-2021
1264,Nov-2020, Kerala,3660.1173,3660.1173,2020-2021
1265,Nov-2020, Tamil Nadu,15173.5934,15063.7134,2020-2021
1266,Nov-2020, Puducherry,404.1079516666667,403.592285,2020-2021
1267,Nov-2020, Lakshadweep,8.875999999999999,8.875999999999999,2020-2021
1268,Nov-2020, Southern Region,45115.51,44944,2020-2021
1269,Nov-2020, Bihar,4590.062326,4590.062326,2020-2021
1270,Nov-2020, DVC,2881.800333319608,2881.800333319608,2020-2021
1271,Nov-2020, Jharkhand,1452.175814491939,1419.884149428416,2020-2021
1272,Nov-2020, Odisha,4608.90852905,4608.90852905,2020-2021
1273,Nov-2020, West Bengal,7351.655699240611,7349.726396061645,2020-2021
1274,Nov-2020, Sikkim,110.14089,110.14089,2020-2021
1275,Nov-2020, Andaman- Nicobar,58,54,2020-2021
1276,Nov-2020, Eastern Region,20461.279835326,20401.92433018932,2020-2021
1277,Nov-2020, Arunachal Pradesh,149.03,134,2020-2021
1278,Nov-2020, Assam,1724,1724,2020-2021
1279,Nov-2020, Manipur,230.978,227,2020-2021
1280,Nov-2020, Meghalaya,353,353,2020-2021
1281,Nov-2020, Mizoram,121.472,121,2020-2021
1282,Nov-2020, Nagaland,151.215,143,2020-2021
1283,Nov-2020, Tripura,270.324,270,2020-2021
1284,Nov-2020, North-Eastern Region,2862.301,2832,2020-2021
1285,Nov-2020, All India,161398.1325893785,160778.90234375,2020-2021
1200,Dec-2020, Chandigarh,259,259,2020-2021
1201,Dec-2020, Delhi,4671,4671,2020-2021
1202,Dec-2020, Haryana,7068,7068,2020-2021
1203,Dec-2020, Himachal Pradesh,1896,1896,2020-2021
1204,Dec-2020," 
UTs of J&K and Ladakh",3222,2672,2020-2021
1205,Dec-2020, Punjab,6707,6707,2020-2021
1206,Dec-2020, Rajasthan,14335,14335,2020-2021
1207,Dec-2020, Uttar Pradesh,18185,18185,2020-2021
1208,Dec-2020, Uttarakhand,2287,2287,2020-2021
1209,Dec-2020, Northern Region,56500,55345,2020-2021
1210,Dec-2020, Chhattisgarh,4117.628900000001,4109,2020-2021
1211,Dec-2020, Gujarat,16759,16759,2020-2021
1212,Dec-2020, Madhya Pradesh,15755.881584,15668.14,2020-2021
1213,Dec-2020, Maharashtra,23536.5,23536.5,2020-2021
1214,Dec-2020, Daman & Diu,344.4816,344,2020-2021
1215,Dec-2020, Dadra & Nagar Haveli,835,835,2020-2021
1216,Dec-2020, Goa,520.12,520.12,2020-2021
1217,Dec-2020, Western Region,61462.45779751444,61198.84225483333,2020-2021
1218,Dec-2020, Andhra Pradesh,8967.481499999998,8934,2020-2021
1219,Dec-2020, Telangana,11336.178,11316,2020-2021
1220,Dec-2020, Karnataka,12123.10916666667,12102,2020-2021
1221,Dec-2020, Kerala,3806.723300000001,3692.7123,2020-2021
1222,Dec-2020, Tamil Nadu,14004.2839,14004.2839,2020-2021
1223,Dec-2020, Puducherry,365.7918069999999,365.364807,2020-2021
1224,Dec-2020, Lakshadweep,8.814,8.814,2020-2021
1225,Dec-2020, Southern Region,49651.42499999999,49556,2020-2021
1226,Dec-2020, Bihar,5059.502849854713,4855.853397,2020-2021
1227,Dec-2020, DVC,2925.138308501732,2925.138308501732,2020-2021
1228,Dec-2020, Jharkhand,1594.88736138076,1500.080702547975,2020-2021
1229,Dec-2020, Odisha,4226.221187515792,4224.003585633334,2020-2021
1230,Dec-2020, West Bengal,6362.402943514717,6354.063235518101,2020-2021
1231,Dec-2020, Sikkim,115.14175,115.14175,2020-2021
1232,Dec-2020, Andaman- Nicobar,58,54,2020-2021
1233,Dec-2020, Eastern Region,19696.8812734105,19546.17098344945,2020-2021
1234,Dec-2020, Arunachal Pradesh,141,141,2020-2021
1235,Dec-2020, Assam,1437,1437,2020-2021
1236,Dec-2020, Manipur,251.851,249,2020-2021
1237,Dec-2020, Meghalaya,384,384,2020-2021
1238,Dec-2020, Mizoram,127.457,127,2020-2021
1239,Dec-2020, Nagaland,154.73,150,2020-2021
1240,Dec-2020, Tripura,239,239,2020-2021
1241,Dec-2020, North-Eastern Region,2700.966,2690,2020-2021
1242,Dec-2020, All India,183548.4688975638,182783.907714844,2020-2021
1157,Jan-2021, Chandigarh,285,285,2020-2021
1158,Jan-2021, Delhi,5021,5021,2020-2021
1159,Jan-2021, Haryana,7310,7310,2020-2021
1160,Jan-2021, Himachal Pradesh,1932,1932,2020-2021
1161,Jan-2021," 
UTs of J&K and Ladakh",3280,2680,2020-2021
1162,Jan-2021, Punjab,7017,7017,2020-2021
1163,Jan-2021, Rajasthan,14364,14364,2020-2021
1164,Jan-2021, Uttar Pradesh,18995,18995,2020-2021
1165,Jan-2021, Uttarakhand,2372,2372,2020-2021
1166,Jan-2021, Northern Region,57013,56513,2020-2021
1167,Jan-2021, Chhattisgarh,4448,4448,2020-2021
1168,Jan-2021, Gujarat,17323.17025,17305,2020-2021
1169,Jan-2021, Madhya Pradesh,15499.58,15499.58,2020-2021
1170,Jan-2021, Maharashtra,24058,24058,2020-2021
1171,Jan-2021, Daman & Diu,350.3675,350,2020-2021
1172,Jan-2021, Dadra & Nagar Haveli,854,854,2020-2021
1173,Jan-2021, Goa,577.25,577.25,2020-2021
1174,Jan-2021, Western Region,61778.36076703724,61692.17624366666,2020-2021
1175,Jan-2021, Andhra Pradesh,9977,9977,2020-2021
1176,Jan-2021, Telangana,13252,13252,2020-2021
1177,Jan-2021, Karnataka,12795,12795,2020-2021
1178,Jan-2021, Kerala,3890.6488,3731.4428,2020-2021
1179,Jan-2021, Tamil Nadu,13907.9491,13907.9491,2020-2021
1180,Jan-2021, Puducherry,403.487305,403.487305,2020-2021
1181,Jan-2021, Lakshadweep,9.991,9.991,2020-2021
1182,Jan-2021, Southern Region,53839,53839,2020-2021
1183,Jan-2021, Bihar,5231.358184305134,5152.926128709342,2020-2021
1184,Jan-2021, DVC,3140.782935581162,3140.782935581162,2020-2021
1185,Jan-2021, Jharkhand,1650.615056070351,1501.240193557789,2020-2021
1186,Jan-2021, Odisha,4309.631338520659,4306.240174383333,2020-2021
1187,Jan-2021, West Bengal,6775.936301406251,6775.936301406251,2020-2021
1188,Jan-2021, Sikkim,118.618123,118.618123,2020-2021
1189,Jan-2021, Andaman- Nicobar,58,54,2020-2021
1190,Jan-2021, Eastern Region,20736.89479019077,20496.02679594115,2020-2021
1191,Jan-2021, Arunachal Pradesh,149.232,149,2020-2021
1192,Jan-2021, Assam,1461,1461,2020-2021
1193,Jan-2021, Manipur,239,239,2020-2021
1194,Jan-2021, Meghalaya,377.581,376,2020-2021
1195,Jan-2021, Mizoram,128.192,128,2020-2021
1196,Jan-2021, Nagaland,134,134,2020-2021
1197,Jan-2021, Tripura,228.137,228,2020-2021
1198,Jan-2021, North-Eastern Region,2660,2660,2020-2021
1199,Jan-2021, All India,190197.5091496329,189395.052734375,2020-2021
1114,Feb-2021, Chandigarh,281,281,2020-2021
1115,Feb-2021, Delhi,4486,4486,2020-2021
1116,Feb-2021, Haryana,7317,7317,2020-2021
1117,Feb-2021, Himachal Pradesh,1867,1867,2020-2021
1118,Feb-2021," 
UTs of J&K and Ladakh",3184,2634,2020-2021
1119,Feb-2021, Punjab,7118,7118,2020-2021
1120,Feb-2021, Rajasthan,14441,14441,2020-2021
1121,Feb-2021, Uttar Pradesh,18308,18308,2020-2021
1122,Feb-2021, Uttarakhand,2340,2340,2020-2021
1123,Feb-2021, Northern Region,57013,56513,2020-2021
1124,Feb-2021, Chhattisgarh,4513,4513,2020-2021
1125,Feb-2021, Gujarat,17304.1044,17292,2020-2021
1126,Feb-2021, Madhya Pradesh,14983.44,14983.44,2020-2021
1127,Feb-2021, Maharashtra,24122.30185,24097,2020-2021
1128,Feb-2021, Daman & Diu,349,349,2020-2021
1129,Feb-2021, Dadra & Nagar Haveli,874.7468000000001,872,2020-2021
1130,Feb-2021, Goa,582.75,582.75,2020-2021
1131,Feb-2021, Western Region,61263.5852306673,61242.150478,2020-2021
1132,Feb-2021, Andhra Pradesh,10457,10457,2020-2021
1133,Feb-2021, Telangana,13452,13452,2020-2021
1134,Feb-2021, Karnataka,13440.5775,13432,2020-2021
1135,Feb-2021, Kerala,4199.5733,3914.4903,2020-2021
1136,Feb-2021, Tamil Nadu,15003.6887,15003.6887,2020-2021
1137,Feb-2021, Puducherry,396.4835100000001,396.32251,2020-2021
1138,Feb-2021, Lakshadweep,9.824,9.824,2020-2021
1139,Feb-2021, Southern Region,54253.77500000001,54215,2020-2021
1140,Feb-2021, Bihar,5008.706866208461,5008.706866208461,2020-2021
1141,Feb-2021, DVC,3084.312653996548,3084.312653996548,2020-2021
1142,Feb-2021, Jharkhand,1631.522810406349,1416.205089905008,2020-2021
1143,Feb-2021, Odisha,4819.00273861132,4803.032655033334,2020-2021
1144,Feb-2021, West Bengal,7016.10120491805,7007.516996597217,2020-2021
1145,Feb-2021, Sikkim,117.413125,117.413125,2020-2021
1146,Feb-2021, Andaman- Nicobar,58,54,2020-2021
1147,Feb-2021, Eastern Region,20853.67933914955,20642.61704923147,2020-2021
1148,Feb-2021, Arunachal Pradesh,155.717,144,2020-2021
1149,Feb-2021, Assam,1485,1485,2020-2021
1150,Feb-2021, Manipur,231.277,231,2020-2021
1151,Feb-2021, Meghalaya,377,377,2020-2021
1152,Feb-2021, Mizoram,132,132,2020-2021
1153,Feb-2021, Nagaland,152.053,149,2020-2021
1154,Feb-2021, Tripura,241,241,2020-2021
1155,Feb-2021, North-Eastern Region,2668.912,2664,2020-2021
1156,Feb-2021, All India,189912.7977294922,187969.7977294922,2020-2021
1071,Mar-2021, Chandigarh,198,198,2020-2021
1072,Mar-2021, Delhi,3709,3709,2020-2021
1073,Mar-2021, Haryana,7018,7018,2020-2021
1074,Mar-2021, Himachal Pradesh,1806,1806,2020-2021
1075,Mar-2021," 
UTs of J&K and Ladakh",3007,2607,2020-2021
1076,Mar-2021, Punjab,7440,7440,2020-2021
1077,Mar-2021, Rajasthan,14040,14040,2020-2021
1078,Mar-2021, Uttar Pradesh,18593,18593,2020-2021
1079,Mar-2021, Uttarakhand,2068,2068,2020-2021
1080,Mar-2021, Northern Region,53076,52576,2020-2021
1081,Mar-2021, Chhattisgarh,4682,4682,2020-2021
1082,Mar-2021, Gujarat,18528.28335,18483,2020-2021
1083,Mar-2021, Madhya Pradesh,13072.97,13072.97,2020-2021
1084,Mar-2021, Maharashtra,25575.50685,25513,2020-2021
1085,Mar-2021, Daman & Diu,356.36675,355,2020-2021
1086,Mar-2021, Dadra & Nagar Haveli,888.6216000000001,888,2020-2021
1087,Mar-2021, Goa,612.1782250000001,611.75,2020-2021
1088,Mar-2021, Western Region,59885.39,59885.39,2020-2021
1089,Mar-2021, Andhra Pradesh,11193,11193,2020-2021
1090,Mar-2021, Telangana,13688,13688,2020-2021
1091,Mar-2021, Karnataka,14366.655,14366.655,2020-2021
1092,Mar-2021, Kerala,4275.315,4269.435,2020-2021
1093,Mar-2021, Tamil Nadu,16263.347,16263.347,2020-2021
1094,Mar-2021, Puducherry,428.828308,428.828308,2020-2021
1095,Mar-2021, Lakshadweep,10.701,10.701,2020-2021
1096,Mar-2021, Southern Region,58395,58395,2020-2021
1097,Mar-2021, Bihar,5678.558392739092,5452,2020-2021
1098,Mar-2021, DVC,3129.160353920488,3129.160353920488,2020-2021
1099,Mar-2021, Jharkhand,1638.521220207542,1526.845849720793,2020-2021
1100,Mar-2021, Odisha,4983.677619366666,4983.677619366666,2020-2021
1101,Mar-2021, West Bengal,8845.689315219286,8845.689315219286,2020-2021
1102,Mar-2021, Sikkim,119.616981,119.616981,2020-2021
1103,Mar-2021, Andaman- Nicobar,58,54,2020-2021
1104,Mar-2021, Eastern Region,24016.41628812974,24016.41628812974,2020-2021
1105,Mar-2021, Arunachal Pradesh,142.487,128,2020-2021
1106,Mar-2021, Assam,1751.432,1730,2020-2021
1107,Mar-2021, Manipur,216,216,2020-2021
1108,Mar-2021, Meghalaya,348,348,2020-2021
1109,Mar-2021, Mizoram,109,109,2020-2021
1110,Mar-2021, Nagaland,150.245,149,2020-2021
1111,Mar-2021, Tripura,256,256,2020-2021
1112,Mar-2021, North-Eastern Region,2851.829,2841,2020-2021
1113,Mar-2021, All India,186388.7464337234,185892.1536865234,2020-2021
1028,Apr-2021, Chandigarh,228,228,2021-2022
1029,Apr-2021, Delhi,4372,4372,2021-2022
1030,Apr-2021, Haryana,7763,7763,2021-2022
1031,Apr-2021, Himachal Pradesh,1568,1568,2021-2022
1032,Apr-2021," 
UTs of J&K and Ladakh",3018,2668,2021-2022
1033,Apr-2021, Punjab,6860,6860,2021-2022
1034,Apr-2021, Rajasthan,11570,11570,2021-2022
1035,Apr-2021, Uttar Pradesh,19837,19837,2021-2022
1036,Apr-2021, Uttarakhand,1917,1917,2021-2022
1037,Apr-2021, Northern Region,52202,51852,2021-2022
1038,Apr-2021, Chhattisgarh,4792.02635,4787,2021-2022
1039,Apr-2021, Gujarat,19360,19360,2021-2022
1040,Apr-2021, Madhya Pradesh,11392.35,11392.35,2021-2022
1041,Apr-2021, Maharashtra,25652.9754,25644,2021-2022
1042,Apr-2021, Daman & Diu,344,344,2021-2022
1043,Apr-2021, Dadra & Nagar Haveli,847.2964499999999,847,2021-2022
1044,Apr-2021, Goa,613.7705000000001,605,2021-2022
1045,Apr-2021, Western Region,60966,60966,2021-2022
1046,Apr-2021, Andhra Pradesh,11570,11570,2021-2022
1047,Apr-2021, Telangana,13621.727,13595,2021-2022
1048,Apr-2021, Karnataka,14158,14158,2021-2022
1049,Apr-2021, Kerala,4261.233,4235.03,2021-2022
1050,Apr-2021, Tamil Nadu,16540.8717,16519.3997,2021-2022
1051,Apr-2021, Puducherry,465.465515,465.465515,2021-2022
1052,Apr-2021, Lakshadweep,10.165,10.165,2021-2022
1053,Apr-2021, Southern Region,58430,58430,2021-2022
1054,Apr-2021, Bihar,6010.527684264675,5794.513644376911,2021-2022
1055,Apr-2021, DVC,3086.075343877619,3084.725776350466,2021-2022
1056,Apr-2021, Jharkhand,1719.094748139779,1581.909185660037,2021-2022
1057,Apr-2021, Odisha,5354.86814243864,5352.526412133333,2021-2022
1058,Apr-2021, West Bengal,9089.124217480663,9086.73894850668,2021-2022
1059,Apr-2021, Sikkim,105.308136,105.308136,2021-2022
1060,Apr-2021, Andaman- Nicobar,58,54,2021-2022
1061,Apr-2021, Eastern Region,24404.88632896736,24404.88632896736,2021-2022
1062,Apr-2021, Arunachal Pradesh,173.617,142,2021-2022
1063,Apr-2021, Assam,1907.832,1823,2021-2022
1064,Apr-2021, Manipur,208.436,208,2021-2022
1065,Apr-2021, Meghalaya,357,357,2021-2022
1066,Apr-2021, Mizoram,111,111,2021-2022
1067,Apr-2021, Nagaland,153.434,148,2021-2022
1068,Apr-2021, Tripura,300,300,2021-2022
1069,Apr-2021, North-Eastern Region,2993.119,2938,2021-2022
1070,Apr-2021, All India,183036.5467529297,182379.0744628906,2021-2022
985,May-2021, Chandigarh,282,282,2021-2022
986,May-2021, Delhi,4959,4959,2021-2022
987,May-2021, Haryana,8286,8286,2021-2022
988,May-2021, Himachal Pradesh,1440,1440,2021-2022
989,May-2021," 
UTs of J&K and Ladakh",2812,2612,2021-2022
990,May-2021, Punjab,8195,8195,2021-2022
991,May-2021, Rajasthan,11531,11531,2021-2022
992,May-2021, Uttar Pradesh,20604,20604,2021-2022
993,May-2021, Uttarakhand,1798,1798,2021-2022
994,May-2021, Northern Region,53035,52885,2021-2022
995,May-2021, Chhattisgarh,4059,4059,2021-2022
996,May-2021, Gujarat,17924.2713,17918,2021-2022
997,May-2021, Madhya Pradesh,10239.52,10239.52,2021-2022
998,May-2021, Maharashtra,23745.90705,23721,2021-2022
999,May-2021, Daman & Diu,300.21,300,2021-2022
1000,May-2021, Dadra & Nagar Haveli,727,727,2021-2022
1001,May-2021, Goa,645.5,645.5,2021-2022
1002,May-2021, Western Region,56129.58750591986,56070.713257,2021-2022
1003,May-2021, Andhra Pradesh,10252,10252,2021-2022
1004,May-2021, Telangana,8202.472,8202,2021-2022
1005,May-2021, Karnataka,10829,10829,2021-2022
1006,May-2021, Kerala,3882.3712,3879.6622,2021-2022
1007,May-2021, Tamil Nadu,15695.6224,15695.6224,2021-2022
1008,May-2021, Puducherry,457.8741860000001,457.440186,2021-2022
1009,May-2021, Lakshadweep,10.62,10.62,2021-2022
1010,May-2021, Southern Region,48028.78,47784,2021-2022
1011,May-2021, Bihar,5926.52746549588,5919.276351964722,2021-2022
1012,May-2021, DVC,2964.565963912802,2964.565963912802,2021-2022
1013,May-2021, Jharkhand,1565.717007562929,1556.696956075795,2021-2022
1014,May-2021, Odisha,5642.884488683333,5642.884488683333,2021-2022
1015,May-2021, West Bengal,8696.111157254905,8683.953622183848,2021-2022
1016,May-2021, Sikkim,97.589114,97.589114,2021-2022
1017,May-2021, Andaman- Nicobar,58,54,2021-2022
1018,May-2021, Eastern Region,24198.0497155462,24190.6858799793,2021-2022
1019,May-2021, Arunachal Pradesh,155.039,138,2021-2022
1020,May-2021, Assam,1951.377,1871,2021-2022
1021,May-2021, Manipur,207.876,206,2021-2022
1022,May-2021, Meghalaya,329,329,2021-2022
1023,May-2021, Mizoram,107.064,107,2021-2022
1024,May-2021, Nagaland,150.314,143,2021-2022
1025,May-2021, Tripura,307.287,306,2021-2022
1026,May-2021, North-Eastern Region,3043,2987,2021-2022
1027,May-2021, All India,169132.3443288175,168780.8735351562,2021-2022
942,Jun-2021, Chandigarh,379,379,2021-2022
943,Jun-2021, Delhi,6921,6921,2021-2022
944,Jun-2021, Haryana,11383,11383,2021-2022
945,Jun-2021, Himachal Pradesh,1578,1578,2021-2022
946,Jun-2021," 
UTs of J&K and Ladakh",2733,2483,2021-2022
947,Jun-2021, Punjab,13359,13359,2021-2022
948,Jun-2021, Rajasthan,12787,12787,2021-2022
949,Jun-2021, Uttar Pradesh,24574,24574,2021-2022
950,Jun-2021, Uttarakhand,2189,2189,2021-2022
951,Jun-2021, Northern Region,73116,70691,2021-2022
952,Jun-2021, Chhattisgarh,4110,4066,2021-2022
953,Jun-2021, Gujarat,18111.99765,18093,2021-2022
954,Jun-2021, Madhya Pradesh,9418.140000000001,9418.140000000001,2021-2022
955,Jun-2021, Maharashtra,21141,21141,2021-2022
956,Jun-2021, Daman & Diu,333.34965,333,2021-2022
957,Jun-2021, Dadra & Nagar Haveli,823,823,2021-2022
958,Jun-2021, Goa,587.4555375,587.25,2021-2022
959,Jun-2021, Western Region,52293.66002425,52293.66002425,2021-2022
960,Jun-2021, Andhra Pradesh,10215.18481238779,10172,2021-2022
961,Jun-2021, Telangana,11130,11130,2021-2022
962,Jun-2021, Karnataka,11179.6575,11174.31,2021-2022
963,Jun-2021, Kerala,3593.3156,3593.3156,2021-2022
964,Jun-2021, Tamil Nadu,15820.1237,15820.1237,2021-2022
965,Jun-2021, Puducherry,440.187195,440.187195,2021-2022
966,Jun-2021, Lakshadweep,9.875999999999999,9.875999999999999,2021-2022
967,Jun-2021, Southern Region,51046,51046,2021-2022
968,Jun-2021, Bihar,6101.827514164024,6084.259215678752,2021-2022
969,Jun-2021, DVC,2922.870263806452,2915.981258084229,2021-2022
970,Jun-2021, Jharkhand,1702.064920299832,1519.870360508689,2021-2022
971,Jun-2021, Odisha,4986.5504958605,4983.884815633333,2021-2022
972,Jun-2021, West Bengal,8533.86417242063,8523.364089289063,2021-2022
973,Jun-2021, Sikkim,89.53663399999999,89.53663399999999,2021-2022
974,Jun-2021, Andaman- Nicobar,58,54,2021-2022
975,Jun-2021, Eastern Region,23548.85662352972,23493.51633840014,2021-2022
976,Jun-2021, Arunachal Pradesh,141.042,141,2021-2022
977,Jun-2021, Assam,2060.711,1988,2021-2022
978,Jun-2021, Manipur,211.937,210,2021-2022
979,Jun-2021, Meghalaya,322,322,2021-2022
980,Jun-2021, Mizoram,105,105,2021-2022
981,Jun-2021, Nagaland,158.221,150,2021-2022
982,Jun-2021, Tripura,287,287,2021-2022
983,Jun-2021, North-Eastern Region,3126.168,3053,2021-2022
984,Jun-2021, All India,193996.2739576466,191242.6735839844,2021-2022
899,Jul-2021, Chandigarh,426,426,2021-2022
900,Jul-2021, Delhi,7323,7323,2021-2022
901,Jul-2021, Haryana,12120,12120,2021-2022
902,Jul-2021, Himachal Pradesh,1598,1598,2021-2022
903,Jul-2021," 
UTs of J&K and Ladakh",2712.14,2462.14,2021-2022
904,Jul-2021, Punjab,13556,13431,2021-2022
905,Jul-2021, Rajasthan,13974,13974,2021-2022
906,Jul-2021, Uttar Pradesh,24965,24795,2021-2022
907,Jul-2021, Uttarakhand,2269,2269,2021-2022
908,Jul-2021, Northern Region,73305.23,72935.23,2021-2022
909,Jul-2021, Chhattisgarh,4840,4814,2021-2022
910,Jul-2021, Gujarat,19007,19007,2021-2022
911,Jul-2021, Madhya Pradesh,11194.47,11194.47,2021-2022
912,Jul-2021, Maharashtra,24097.43115,24089,2021-2022
913,Jul-2021, Daman & Diu,351.36855,351,2021-2022
914,Jul-2021, Dadra & Nagar Haveli,854.1942,853,2021-2022
915,Jul-2021, Goa,590.25,590.25,2021-2022
916,Jul-2021, Western Region,59036.06633900001,58994.77,2021-2022
917,Jul-2021, Andhra Pradesh,9654,9654,2021-2022
918,Jul-2021, Telangana,11512,11512,2021-2022
919,Jul-2021, Karnataka,11432.21166666666,11408,2021-2022
920,Jul-2021, Kerala,3618.05,3618.05,2021-2022
921,Jul-2021, Tamil Nadu,15331.95,15331.95,2021-2022
922,Jul-2021, Puducherry,453.5605343333333,453.537201,2021-2022
923,Jul-2021, Lakshadweep,9.458,9.458,2021-2022
924,Jul-2021, Southern Region,50121,50121,2021-2022
925,Jul-2021, Bihar,7154.184501386413,6490.034129940449,2021-2022
926,Jul-2021, DVC,2909.283947667436,2909.283947667436,2021-2022
927,Jul-2021, Jharkhand,1708.890575443321,1590.395817652078,2021-2022
